[2024-10-30 20:33:00] [class-ss-archive-creation-job.php:83] Starting a job; no job is presently running
[2024-10-30 20:33:00] [class-ss-archive-creation-job.php:84] Here's our task list: setup, fetch_urls, generate_404, transfer_files_locally, wrapup
[2024-10-30 20:33:00] [class-ss-archive-creation-job.php:102] Pushing first task to queue: setup
[2024-10-30 20:33:01] [class-ss-archive-creation-job.php:136] Current task: setup
[2024-10-30 20:33:01] [class-ss-archive-creation-job.php:153] Performing task: setup
[2024-10-30 20:33:01] [class-ss-task.php:44] Status message: [setup] Setting up
[2024-10-30 20:33:01] [class-ss-setup-task.php:33] Creating archive directory: C:\xampp\htdocs\Vauler/wp-content/uploads\simply-static\temp-files/simply-static-1-1730320380\
[2024-10-30 20:33:01] [class-ss-setup-task.php:72] Adding origin URL to queue: http://localhost/vauler/
[2024-10-30 20:33:54] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-30 20:33:54] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-30 20:33:54] [class-ss-page.php:119] Checking Content Identical:cc861c497b8d53e2e031b6b1089d0fb055d38a32===. Value: FALSE
[2024-10-30 20:33:54] [class-ss-fetch-urls-task.php:72] URL: http://localhost/vauler/wp-content/plugins/elementor-pro/assets/js/nav-menu.e65811186e94a386ba7b.bundle.min.js
[2024-10-30 20:33:54] [class-ss-task.php:58] [PAGES STATUS] Remaining:40; Total: 978
[2024-10-30 20:33:54] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-30 20:33:54] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Jesus\AppData\Local\Temp/67229832744b4-cdGUtQ.tmp
[2024-10-30 20:33:54] [class-ss-page-handler.php:38] URL Prepared:http://localhost/vauler/wp-content/plugins/elementor-pro/assets/js/nav-menu.e65811186e94a386ba7b.bundle.min.js?simply_static_page=661
[2024-10-30 20:33:54] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/vauler/wp-content/plugins/elementor-pro/assets/js/nav-menu.e65811186e94a386ba7b.bundle.min.js?simply_static_page=661
[2024-10-30 20:33:54] [class-ss-url-fetcher.php:103] Filesize: 4827 bytes
[2024-10-30 20:33:54] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-10-30 20:33:54] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor-pro/assets/js/nav-menu.e65811186e94a386ba7b.bundle.min.js
[2024-10-30 20:33:54] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Jesus\AppData\Local\Temp/67229832744b4-cdGUtQ.tmp to C:\xampp\htdocs\Vauler/wp-content/uploads\simply-static\temp-files/simply-static-1-1730320380/wp-content/plugins/elementor-pro/assets/js/nav-menu.e65811186e94a386ba7b.bundle.min.js
[2024-10-30 20:33:54] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-30 20:33:54] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-30 20:33:54] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-30 20:33:54] [class-ss-page.php:119] Checking Content Identical:a962b2749995e64cffd376277e744b8aa29f3d9c===. Value: FALSE
[2024-10-30 20:33:54] [class-ss-fetch-urls-task.php:72] URL: http://localhost/vauler/wp-content/plugins/elementor-pro/assets/js/nested-carousel-editor.2fdc278ce6bc9f6ec2e0.bundle.js
[2024-10-30 20:33:54] [class-ss-task.php:58] [PAGES STATUS] Remaining:39; Total: 978
[2024-10-30 20:33:54] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-30 20:33:54] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Jesus\AppData\Local\Temp/672298327bbb0-92eKRG.tmp
[2024-10-30 20:33:54] [class-ss-page-handler.php:38] URL Prepared:http://localhost/vauler/wp-content/plugins/elementor-pro/assets/js/nested-carousel-editor.2fdc278ce6bc9f6ec2e0.bundle.js?simply_static_page=662
[2024-10-30 20:33:54] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/vauler/wp-content/plugins/elementor-pro/assets/js/nested-carousel-editor.2fdc278ce6bc9f6ec2e0.bundle.js?simply_static_page=662
[2024-10-30 20:33:54] [class-ss-url-fetcher.php:103] Filesize: 1880 bytes
[2024-10-30 20:33:54] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-10-30 20:33:54] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor-pro/assets/js/nested-carousel-editor.2fdc278ce6bc9f6ec2e0.bundle.js
[2024-10-30 20:33:54] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Jesus\AppData\Local\Temp/672298327bbb0-92eKRG.tmp to C:\xampp\htdocs\Vauler/wp-content/uploads\simply-static\temp-files/simply-static-1-1730320380/wp-content/plugins/elementor-pro/assets/js/nested-carousel-editor.2fdc278ce6bc9f6ec2e0.bundle.js
[2024-10-30 20:33:54] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-30 20:33:54] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-30 20:33:54] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-30 20:33:54] [class-ss-page.php:119] Checking Content Identical:eecd4a2287b881981407ff10f78be605acb5e2f4===. Value: FALSE
[2024-10-30 20:33:54] [class-ss-fetch-urls-task.php:72] URL: http://localhost/vauler/wp-content/plugins/elementor-pro/assets/js/nested-carousel-editor.6337dab68af203be7c04.bundle.min.js
[2024-10-30 20:33:54] [class-ss-task.php:58] [PAGES STATUS] Remaining:38; Total: 978
[2024-10-30 20:33:54] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-30 20:33:54] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Jesus\AppData\Local\Temp/6722983283333-TftSKH.tmp
[2024-10-30 20:33:54] [class-ss-page-handler.php:38] URL Prepared:http://localhost/vauler/wp-content/plugins/elementor-pro/assets/js/nested-carousel-editor.6337dab68af203be7c04.bundle.min.js?simply_static_page=663
[2024-10-30 20:33:54] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/vauler/wp-content/plugins/elementor-pro/assets/js/nested-carousel-editor.6337dab68af203be7c04.bundle.min.js?simply_static_page=663
[2024-10-30 20:33:54] [class-ss-url-fetcher.php:103] Filesize: 622 bytes
[2024-10-30 20:33:54] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-10-30 20:33:54] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor-pro/assets/js/nested-carousel-editor.6337dab68af203be7c04.bundle.min.js
[2024-10-30 20:33:54] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Jesus\AppData\Local\Temp/6722983283333-TftSKH.tmp to C:\xampp\htdocs\Vauler/wp-content/uploads\simply-static\temp-files/simply-static-1-1730320380/wp-content/plugins/elementor-pro/assets/js/nested-carousel-editor.6337dab68af203be7c04.bundle.min.js
[2024-10-30 20:33:54] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-30 20:33:54] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-30 20:33:54] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-30 20:33:54] [class-ss-page.php:119] Checking Content Identical:d66818a94ea4543a30779874c43aef259819d881===. Value: FALSE
[2024-10-30 20:33:54] [class-ss-fetch-urls-task.php:72] URL: http://localhost/vauler/wp-content/plugins/elementor-pro/assets/js/nested-carousel.3ff3a0e309cbbd122254.bundle.min.js
[2024-10-30 20:33:54] [class-ss-task.php:58] [PAGES STATUS] Remaining:37; Total: 978
[2024-10-30 20:33:54] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-30 20:33:54] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Jesus\AppData\Local\Temp/672298328abe4-uy07Jt.tmp
[2024-10-30 20:33:54] [class-ss-page-handler.php:38] URL Prepared:http://localhost/vauler/wp-content/plugins/elementor-pro/assets/js/nested-carousel.3ff3a0e309cbbd122254.bundle.min.js?simply_static_page=664
[2024-10-30 20:33:54] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/vauler/wp-content/plugins/elementor-pro/assets/js/nested-carousel.3ff3a0e309cbbd122254.bundle.min.js?simply_static_page=664
[2024-10-30 20:33:54] [class-ss-url-fetcher.php:103] Filesize: 3734 bytes
[2024-10-30 20:33:54] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-10-30 20:33:54] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor-pro/assets/js/nested-carousel.3ff3a0e309cbbd122254.bundle.min.js
[2024-10-30 20:33:54] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Jesus\AppData\Local\Temp/672298328abe4-uy07Jt.tmp to C:\xampp\htdocs\Vauler/wp-content/uploads\simply-static\temp-files/simply-static-1-1730320380/wp-content/plugins/elementor-pro/assets/js/nested-carousel.3ff3a0e309cbbd122254.bundle.min.js
[2024-10-30 20:33:54] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-30 20:33:54] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-30 20:33:54] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-30 20:33:54] [class-ss-page.php:119] Checking Content Identical:699fdb60d7f9f5161f6faf148f343b4e047e57b6===. Value: FALSE
[2024-10-30 20:33:54] [class-ss-fetch-urls-task.php:72] URL: http://localhost/vauler/wp-content/plugins/elementor-pro/assets/js/nested-carousel.c8ad1035e988a2ae42b1.bundle.js
[2024-10-30 20:33:54] [class-ss-task.php:58] [PAGES STATUS] Remaining:36; Total: 978
[2024-10-30 20:33:54] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-30 20:33:54] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Jesus\AppData\Local\Temp/67229832938fe-Su5RjL.tmp
[2024-10-30 20:33:54] [class-ss-page-handler.php:38] URL Prepared:http://localhost/vauler/wp-content/plugins/elementor-pro/assets/js/nested-carousel.c8ad1035e988a2ae42b1.bundle.js?simply_static_page=665
[2024-10-30 20:33:54] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/vauler/wp-content/plugins/elementor-pro/assets/js/nested-carousel.c8ad1035e988a2ae42b1.bundle.js?simply_static_page=665
[2024-10-30 20:33:54] [class-ss-url-fetcher.php:103] Filesize: 7301 bytes
[2024-10-30 20:33:54] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-10-30 20:33:54] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor-pro/assets/js/nested-carousel.c8ad1035e988a2ae42b1.bundle.js
[2024-10-30 20:33:54] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Jesus\AppData\Local\Temp/67229832938fe-Su5RjL.tmp to C:\xampp\htdocs\Vauler/wp-content/uploads\simply-static\temp-files/simply-static-1-1730320380/wp-content/plugins/elementor-pro/assets/js/nested-carousel.c8ad1035e988a2ae42b1.bundle.js
[2024-10-30 20:33:54] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-30 20:33:54] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-30 20:33:54] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-30 20:33:54] [class-ss-page.php:119] Checking Content Identical:51e9e3aa13add7248b495720e2fc5a3f1c4c8282===. Value: FALSE
[2024-10-30 20:33:54] [class-ss-fetch-urls-task.php:72] URL: http://localhost/vauler/wp-content/plugins/elementor-pro/assets/js/notes/93.min.js
[2024-10-30 20:33:54] [class-ss-task.php:58] [PAGES STATUS] Remaining:35; Total: 978
[2024-10-30 20:33:54] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-30 20:33:54] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Jesus\AppData\Local\Temp/672298329d963-mLC4Bk.tmp
[2024-10-30 20:33:54] [class-ss-page-handler.php:38] URL Prepared:http://localhost/vauler/wp-content/plugins/elementor-pro/assets/js/notes/93.min.js?simply_static_page=666
[2024-10-30 20:33:54] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/vauler/wp-content/plugins/elementor-pro/assets/js/notes/93.min.js?simply_static_page=666
[2024-10-30 20:33:54] [class-ss-url-fetcher.php:103] Filesize: 204217 bytes
[2024-10-30 20:33:54] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-10-30 20:33:54] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor-pro/assets/js/notes/93.min.js
[2024-10-30 20:33:54] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Jesus\AppData\Local\Temp/672298329d963-mLC4Bk.tmp to C:\xampp\htdocs\Vauler/wp-content/uploads\simply-static\temp-files/simply-static-1-1730320380/wp-content/plugins/elementor-pro/assets/js/notes/93.min.js
[2024-10-30 20:33:54] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-30 20:33:54] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-30 20:33:54] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-30 20:33:54] [class-ss-page.php:119] Checking Content Identical:63c3776a5891ef34a106f86495a0496ad3fe3d7e===. Value: FALSE
[2024-10-30 20:33:54] [class-ss-fetch-urls-task.php:72] URL: http://localhost/vauler/wp-content/plugins/elementor-pro/assets/js/notes/93.min.js.LICENSE.txt
[2024-10-30 20:33:54] [class-ss-task.php:58] [PAGES STATUS] Remaining:34; Total: 978
[2024-10-30 20:33:54] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-30 20:33:54] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Jesus\AppData\Local\Temp/67229832ac119-yNOa12.tmp
[2024-10-30 20:33:54] [class-ss-page-handler.php:38] URL Prepared:http://localhost/vauler/wp-content/plugins/elementor-pro/assets/js/notes/93.min.js.LICENSE.txt?simply_static_page=667
[2024-10-30 20:33:54] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/vauler/wp-content/plugins/elementor-pro/assets/js/notes/93.min.js.LICENSE.txt?simply_static_page=667
[2024-10-30 20:33:54] [class-ss-url-fetcher.php:103] Filesize: 733 bytes
[2024-10-30 20:33:54] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/plain
[2024-10-30 20:33:54] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor-pro/assets/js/notes/93.min.js.LICENSE.txt
[2024-10-30 20:33:54] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Jesus\AppData\Local\Temp/67229832ac119-yNOa12.tmp to C:\xampp\htdocs\Vauler/wp-content/uploads\simply-static\temp-files/simply-static-1-1730320380/wp-content/plugins/elementor-pro/assets/js/notes/93.min.js.LICENSE.txt
[2024-10-30 20:33:54] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-30 20:33:54] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-30 20:33:54] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-30 20:33:54] [class-ss-page.php:119] Checking Content Identical:f6fd7532ef51d17b733e751a3ab7d447a08de707===. Value: FALSE
[2024-10-30 20:33:54] [class-ss-fetch-urls-task.php:72] URL: http://localhost/vauler/wp-content/plugins/elementor-pro/assets/js/notes/notes-app-initiator.js
[2024-10-30 20:33:54] [class-ss-task.php:58] [PAGES STATUS] Remaining:33; Total: 978
[2024-10-30 20:33:54] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-30 20:33:54] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Jesus\AppData\Local\Temp/67229832b48b4-8svYh4.tmp
[2024-10-30 20:33:54] [class-ss-page-handler.php:38] URL Prepared:http://localhost/vauler/wp-content/plugins/elementor-pro/assets/js/notes/notes-app-initiator.js?simply_static_page=668
[2024-10-30 20:33:54] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/vauler/wp-content/plugins/elementor-pro/assets/js/notes/notes-app-initiator.js?simply_static_page=668
[2024-10-30 20:33:54] [class-ss-url-fetcher.php:103] Filesize: 14703 bytes
[2024-10-30 20:33:54] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-10-30 20:33:54] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor-pro/assets/js/notes/notes-app-initiator.js
[2024-10-30 20:33:54] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Jesus\AppData\Local\Temp/67229832b48b4-8svYh4.tmp to C:\xampp\htdocs\Vauler/wp-content/uploads\simply-static\temp-files/simply-static-1-1730320380/wp-content/plugins/elementor-pro/assets/js/notes/notes-app-initiator.js
[2024-10-30 20:33:54] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-30 20:33:54] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-30 20:33:54] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-30 20:33:54] [class-ss-page.php:119] Checking Content Identical:42b82e9f5eff585de4bcde13b5ee52785776622a===. Value: FALSE
[2024-10-30 20:33:54] [class-ss-fetch-urls-task.php:72] URL: http://localhost/vauler/wp-content/plugins/elementor-pro/assets/js/notes/notes-app-initiator.min.js
[2024-10-30 20:33:54] [class-ss-task.php:58] [PAGES STATUS] Remaining:32; Total: 978
[2024-10-30 20:33:54] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-30 20:33:54] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Jesus\AppData\Local\Temp/67229832bd3f9-bNiox3.tmp
[2024-10-30 20:33:54] [class-ss-page-handler.php:38] URL Prepared:http://localhost/vauler/wp-content/plugins/elementor-pro/assets/js/notes/notes-app-initiator.min.js?simply_static_page=669
[2024-10-30 20:33:54] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/vauler/wp-content/plugins/elementor-pro/assets/js/notes/notes-app-initiator.min.js?simply_static_page=669
[2024-10-30 20:33:54] [class-ss-url-fetcher.php:103] Filesize: 3481 bytes
[2024-10-30 20:33:54] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-10-30 20:33:54] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor-pro/assets/js/notes/notes-app-initiator.min.js
[2024-10-30 20:33:54] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Jesus\AppData\Local\Temp/67229832bd3f9-bNiox3.tmp to C:\xampp\htdocs\Vauler/wp-content/uploads\simply-static\temp-files/simply-static-1-1730320380/wp-content/plugins/elementor-pro/assets/js/notes/notes-app-initiator.min.js
[2024-10-30 20:33:54] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-30 20:33:54] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-30 20:33:54] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-30 20:33:54] [class-ss-page.php:119] Checking Content Identical:497f80ea37ae5e40be9b26765aa1e4c06b20259c===. Value: FALSE
[2024-10-30 20:33:54] [class-ss-fetch-urls-task.php:72] URL: http://localhost/vauler/wp-content/plugins/elementor-pro/assets/js/notes/notes-app.js
[2024-10-30 20:33:54] [class-ss-task.php:58] [PAGES STATUS] Remaining:31; Total: 978
[2024-10-30 20:33:54] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-30 20:33:54] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Jesus\AppData\Local\Temp/67229832c657f-fnm0RK.tmp
[2024-10-30 20:33:54] [class-ss-page-handler.php:38] URL Prepared:http://localhost/vauler/wp-content/plugins/elementor-pro/assets/js/notes/notes-app.js?simply_static_page=670
[2024-10-30 20:33:54] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/vauler/wp-content/plugins/elementor-pro/assets/js/notes/notes-app.js?simply_static_page=670
[2024-10-30 20:33:54] [class-ss-url-fetcher.php:103] Filesize: 381682 bytes
[2024-10-30 20:33:54] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-10-30 20:33:54] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor-pro/assets/js/notes/notes-app.js
[2024-10-30 20:33:54] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Jesus\AppData\Local\Temp/67229832c657f-fnm0RK.tmp to C:\xampp\htdocs\Vauler/wp-content/uploads\simply-static\temp-files/simply-static-1-1730320380/wp-content/plugins/elementor-pro/assets/js/notes/notes-app.js
[2024-10-30 20:33:54] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-30 20:33:54] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-30 20:33:54] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-30 20:33:54] [class-ss-page.php:119] Checking Content Identical:54c235af88ea62cda4831c830dc26a89a7f2bdbe===. Value: FALSE
[2024-10-30 20:33:54] [class-ss-fetch-urls-task.php:72] URL: http://localhost/vauler/wp-content/plugins/elementor-pro/assets/js/notes/notes-app.min.js
[2024-10-30 20:33:54] [class-ss-task.php:58] [PAGES STATUS] Remaining:30; Total: 978
[2024-10-30 20:33:54] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-30 20:33:54] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Jesus\AppData\Local\Temp/67229832d11a8-XLHUHG.tmp
[2024-10-30 20:33:54] [class-ss-page-handler.php:38] URL Prepared:http://localhost/vauler/wp-content/plugins/elementor-pro/assets/js/notes/notes-app.min.js?simply_static_page=671
[2024-10-30 20:33:54] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/vauler/wp-content/plugins/elementor-pro/assets/js/notes/notes-app.min.js?simply_static_page=671
[2024-10-30 20:33:54] [class-ss-url-fetcher.php:103] Filesize: 92711 bytes
[2024-10-30 20:33:54] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-10-30 20:33:54] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor-pro/assets/js/notes/notes-app.min.js
[2024-10-30 20:33:54] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Jesus\AppData\Local\Temp/67229832d11a8-XLHUHG.tmp to C:\xampp\htdocs\Vauler/wp-content/uploads\simply-static\temp-files/simply-static-1-1730320380/wp-content/plugins/elementor-pro/assets/js/notes/notes-app.min.js
[2024-10-30 20:33:54] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-30 20:33:54] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-30 20:33:54] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-30 20:33:54] [class-ss-page.php:119] Checking Content Identical:743fc20da50a5e84e3dfabe5385e7e6779ce2596===. Value: FALSE
[2024-10-30 20:33:54] [class-ss-fetch-urls-task.php:72] URL: http://localhost/vauler/wp-content/plugins/elementor-pro/assets/js/notes/notes.js
[2024-10-30 20:33:54] [class-ss-task.php:58] [PAGES STATUS] Remaining:29; Total: 978
[2024-10-30 20:33:54] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-30 20:33:54] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Jesus\AppData\Local\Temp/67229832d9a46-mMOze9.tmp
[2024-10-30 20:33:54] [class-ss-page-handler.php:38] URL Prepared:http://localhost/vauler/wp-content/plugins/elementor-pro/assets/js/notes/notes.js?simply_static_page=672
[2024-10-30 20:33:54] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/vauler/wp-content/plugins/elementor-pro/assets/js/notes/notes.js?simply_static_page=672
[2024-10-30 20:33:54] [class-ss-url-fetcher.php:103] Filesize: 189275 bytes
[2024-10-30 20:33:54] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-10-30 20:33:54] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor-pro/assets/js/notes/notes.js
[2024-10-30 20:33:54] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Jesus\AppData\Local\Temp/67229832d9a46-mMOze9.tmp to C:\xampp\htdocs\Vauler/wp-content/uploads\simply-static\temp-files/simply-static-1-1730320380/wp-content/plugins/elementor-pro/assets/js/notes/notes.js
[2024-10-30 20:33:54] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-30 20:33:54] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-30 20:33:54] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-30 20:33:54] [class-ss-page.php:119] Checking Content Identical:463f7595564508ce976e85c031f49501eabb3e1e===. Value: FALSE
[2024-10-30 20:33:54] [class-ss-fetch-urls-task.php:72] URL: http://localhost/vauler/wp-content/plugins/elementor-pro/assets/js/notes/notes.min.js
[2024-10-30 20:33:54] [class-ss-task.php:58] [PAGES STATUS] Remaining:28; Total: 978
[2024-10-30 20:33:54] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-30 20:33:54] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Jesus\AppData\Local\Temp/67229832e6596-fsFx0f.tmp
[2024-10-30 20:33:54] [class-ss-page-handler.php:38] URL Prepared:http://localhost/vauler/wp-content/plugins/elementor-pro/assets/js/notes/notes.min.js?simply_static_page=673
[2024-10-30 20:33:54] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/vauler/wp-content/plugins/elementor-pro/assets/js/notes/notes.min.js?simply_static_page=673
[2024-10-30 20:33:54] [class-ss-url-fetcher.php:103] Filesize: 13361 bytes
[2024-10-30 20:33:54] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-10-30 20:33:54] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor-pro/assets/js/notes/notes.min.js
[2024-10-30 20:33:54] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Jesus\AppData\Local\Temp/67229832e6596-fsFx0f.tmp to C:\xampp\htdocs\Vauler/wp-content/uploads\simply-static\temp-files/simply-static-1-1730320380/wp-content/plugins/elementor-pro/assets/js/notes/notes.min.js
[2024-10-30 20:33:54] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-30 20:33:54] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-30 20:33:54] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-30 20:33:54] [class-ss-page.php:119] Checking Content Identical:aa37524931923fb972f1d4c05ed95c265ca79303===. Value: FALSE
[2024-10-30 20:33:54] [class-ss-fetch-urls-task.php:72] URL: http://localhost/vauler/wp-content/plugins/elementor-pro/assets/js/notes/notes.min.js.LICENSE.txt
[2024-10-30 20:33:54] [class-ss-task.php:58] [PAGES STATUS] Remaining:27; Total: 978
[2024-10-30 20:33:54] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-30 20:33:54] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Jesus\AppData\Local\Temp/67229832ef8c2-mn0XGl.tmp
